Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,4:29,D9,0.361
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,4:29,D4,0.359
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,4:29,D10,0.36
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,4:29,D5,0.325
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,4:29,D11,0.367
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,4:29,D6,0.372
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,4:29,H7,0.361
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,4:29,H2,0.345
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,4:29,H8,0.342
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,4:29,H3,0.299
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,4:29,H9,0.345
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,4:29,H4,0.329
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,4:29,H10,0.351
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,4:29,H5,0.314
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,4:29,H11,0.358
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,4:29,H6,0.347
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,4:29,B7,0.185
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,4:29,B2,0.198
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,4:29,B8,0.179
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,4:29,B3,0.191
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,4:29,B9,0.177
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,4:29,B4,0.187
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,4:29,B10,0.18
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,4:29,B5,0.199
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,4:29,B11,0.177
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,4:29,B6,0.19
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,4:29,C7,0.32
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,4:29,C2,0.302
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,4:29,C8,0.296
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,4:29,C3,0.293
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,4:29,C9,0.293
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,4:29,C4,0.271
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,4:29,C10,0.29
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,4:29,C5,0.297
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,4:29,C11,0.318
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,4:29,C6,0.286
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,4:29,D7,0.357
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,4:29,D2,0.356
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,4:29,D8,0.336
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,4:29,D3,0.329
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,4:29,D9,0.343
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,4:29,D4,0.307
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,4:29,D10,0.333
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,4:29,D5,0.347
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,4:29,D11,0.344
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,4:29,D6,0.337
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,4:29,H7,0.338
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,4:29,H2,0.336
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,4:29,H8,0.317
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,4:29,H3,0.31
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,4:29,H9,0.331
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,4:29,H4,0.278
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,4:29,H10,0.322
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,4:29,H5,0.322
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,4:29,H11,0.331
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,4:29,H6,0.32
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,4:59,B2,0.223
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,4:59,B7,0.245
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,4:59,B3,0.227
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,4:59,B8,0.205
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,4:59,B4,0.205
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,4:59,B9,0.233
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,4:59,B5,0.22
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,4:59,B10,0.215
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,4:59,B6,0.226
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,4:59,B11,0.241
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,4:59,C2,0.379
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,4:59,C7,0.396
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,4:59,C3,0.375
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,4:59,C8,0.304
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,4:59,C4,0.378
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,4:59,C9,0.362
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,4:59,C5,0.385
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,4:59,C10,0.347
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,4:59,C6,0.388
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,4:59,C11,0.397
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,4:59,D2,0.522
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,4:59,D7,0.549
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,4:59,D3,0.514
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,4:59,D8,0.439
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,4:59,D4,0.513
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,4:59,D9,0.457
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,4:59,D5,0.525
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,4:59,D10,0.45
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,4:59,D6,0.513
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,4:59,D11,0.542
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,4:59,H2,0.503
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,4:59,H7,0.497
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,4:59,H3,0.493
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,4:59,H8,0.389
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,4:59,H4,0.495
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,4:59,H9,0.44
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,4:59,H5,0.481
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,1/31/2023,4:59,H10,0.425
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,1/31/2023,4:59,H6,0.489
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,1/31/2023,4:59,H11,0.502
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/7/2023,4:59,B7,0.257
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/7/2023,4:59,B2,0.253
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/7/2023,4:59,B8,0.247
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/7/2023,4:59,B3,0.255
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/7/2023,4:59,B9,0.252
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/7/2023,4:59,B4,0.249
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/7/2023,4:59,B10,0.242
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/7/2023,4:59,B5,0.257
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/7/2023,4:59,B11,0.249
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/7/2023,4:59,B6,0.278
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/7/2023,4:59,C7,0.425
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/7/2023,4:59,C2,0.404
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/7/2023,4:59,C8,0.407
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/7/2023,4:59,C3,0.389
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/7/2023,4:59,C9,0.417
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/7/2023,4:59,C4,0.406
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/7/2023,4:59,C10,0.406
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/7/2023,4:59,C5,0.39
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/7/2023,4:59,C11,0.41
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/7/2023,4:59,C6,0.438
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/7/2023,4:59,D7,0.578
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/7/2023,4:59,D2,0.558
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/7/2023,4:59,D8,0.575
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/7/2023,4:59,D3,0.552
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/7/2023,4:59,D9,0.577
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/7/2023,4:59,D4,0.55
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/7/2023,4:59,D10,0.564
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/7/2023,4:59,D5,0.551
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/7/2023,4:59,D11,0.562
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/7/2023,4:59,D6,0.59
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/7/2023,4:59,H7,0.529
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/7/2023,4:59,H2,0.51
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/7/2023,4:59,H8,0.52
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/7/2023,4:59,H3,0.501
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/7/2023,4:59,H9,0.522
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/7/2023,4:59,H4,0.495
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/7/2023,4:59,H10,0.511
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/7/2023,4:59,H5,0.494
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/7/2023,4:59,H11,0.518
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/7/2023,4:59,H6,0.527
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/15/2023,4:59,B7,0.214
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/15/2023,4:59,B2,0.222
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/15/2023,4:59,B8,0.204
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/15/2023,4:59,B3,0.269
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/15/2023,4:59,B9,0.2
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/15/2023,4:59,B4,0.218
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/15/2023,4:59,B10,0.193
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/15/2023,4:59,B5,0.16
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/15/2023,4:59,B11,0.212
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/15/2023,4:59,B6,0.218
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/15/2023,4:59,C7,0.352
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/15/2023,4:59,C2,0.35
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/15/2023,4:59,C8,0.331
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/15/2023,4:59,C3,0.394
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/15/2023,4:59,C9,0.333
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/15/2023,4:59,C4,0.342
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/15/2023,4:59,C10,0.335
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/15/2023,4:59,C5,0.261
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/15/2023,4:59,C11,0.342
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/15/2023,4:59,C6,0.341
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/15/2023,4:59,D7,0.5
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/15/2023,4:59,D2,0.492
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/15/2023,4:59,D8,0.469
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/15/2023,4:59,D3,0.416
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/15/2023,4:59,D9,0.477
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/15/2023,4:59,D4,0.455
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/15/2023,4:59,D10,0.473
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/15/2023,4:59,D5,0.415
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/15/2023,4:59,D11,0.479
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/15/2023,4:59,D6,0.481
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/15/2023,4:59,H7,0.469
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/15/2023,4:59,H2,0.448
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/15/2023,4:59,H8,0.436
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/15/2023,4:59,H3,0.394
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/15/2023,4:59,H9,0.438
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/15/2023,4:59,H4,0.41
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/15/2023,4:59,H10,0.446
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/15/2023,4:59,H5,0.403
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/15/2023,4:59,H11,0.457
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/15/2023,4:59,H6,0.453
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,2/24/2023,4:59,B7,0.208
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,2/24/2023,4:59,B2,0.232
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,2/24/2023,4:59,B8,0.201
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,2/24/2023,4:59,B3,0.223
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,2/24/2023,4:59,B9,0.201
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,2/24/2023,4:59,B4,0.216
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,2/24/2023,4:59,B10,0.206
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,2/24/2023,4:59,B5,0.228
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,2/24/2023,4:59,B11,0.201
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,2/24/2023,4:59,B6,0.222
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,2/24/2023,4:59,C7,0.406
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,2/24/2023,4:59,C2,0.375
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,2/24/2023,4:59,C8,0.375
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,2/24/2023,4:59,C3,0.364
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,2/24/2023,4:59,C9,0.372
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,2/24/2023,4:59,C4,0.333
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,2/24/2023,4:59,C10,0.368
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,2/24/2023,4:59,C5,0.365
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,2/24/2023,4:59,C11,0.404
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,2/24/2023,4:59,C6,0.351
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,2/24/2023,4:59,D7,0.464
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,2/24/2023,4:59,D2,0.461
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,2/24/2023,4:59,D8,0.444
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,2/24/2023,4:59,D3,0.433
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,2/24/2023,4:59,D9,0.451
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,2/24/2023,4:59,D4,0.396
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,2/24/2023,4:59,D10,0.442
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,2/24/2023,4:59,D5,0.439
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,2/24/2023,4:59,D11,0.454
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,2/24/2023,4:59,D6,0.443
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,2/24/2023,4:59,H7,0.435
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,2/24/2023,4:59,H2,0.431
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,2/24/2023,4:59,H8,0.412
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,2/24/2023,4:59,H3,0.403
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,2/24/2023,4:59,H9,0.428
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,2/24/2023,4:59,H4,0.362
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,2/24/2023,4:59,H10,0.417
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,+,2/24/2023,4:59,H5,0.4
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,-,2/24/2023,4:59,H11,0.421
BW25113,ΔmdtK ΔacrAB,JOE7057,0 ng/mL,+,2/24/2023,4:59,H6,0.412
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,-,1/31/2023,5:29,B2,0.253
BW25113,ΔmdtK ΔacrAB,JOE7053,5 ng/mL,+,1/31/2023,5:29,B7,0.28
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,-,1/31/2023,5:29,B3,0.263
BW25113,ΔmdtK ΔacrAB,JOE7054,5 ng/mL,+,1/31/2023,5:29,B8,0.237
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,-,1/31/2023,5:29,B4,0.234
BW25113,ΔmdtK ΔacrAB,JOE7055,5 ng/mL,+,1/31/2023,5:29,B9,0.267
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,-,1/31/2023,5:29,B5,0.251
BW25113,ΔmdtK ΔacrAB,JOE7056,5 ng/mL,+,1/31/2023,5:29,B10,0.248
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,-,1/31/2023,5:29,B6,0.258
BW25113,ΔmdtK ΔacrAB,JOE7057,5 ng/mL,+,1/31/2023,5:29,B11,0.275
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,-,1/31/2023,5:29,C2,0.43
BW25113,ΔmdtK ΔacrAB,JOE7053,2.5 ng/mL,+,1/31/2023,5:29,C7,0.448
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,-,1/31/2023,5:29,C3,0.435
BW25113,ΔmdtK ΔacrAB,JOE7054,2.5 ng/mL,+,1/31/2023,5:29,C8,0.351
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,-,1/31/2023,5:29,C4,0.44
BW25113,ΔmdtK ΔacrAB,JOE7055,2.5 ng/mL,+,1/31/2023,5:29,C9,0.418
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,-,1/31/2023,5:29,C5,0.448
BW25113,ΔmdtK ΔacrAB,JOE7056,2.5 ng/mL,+,1/31/2023,5:29,C10,0.4
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,-,1/31/2023,5:29,C6,0.445
BW25113,ΔmdtK ΔacrAB,JOE7057,2.5 ng/mL,+,1/31/2023,5:29,C11,0.449
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,-,1/31/2023,5:29,D2,0.617
BW25113,ΔmdtK ΔacrAB,JOE7053,1.25 ng/mL,+,1/31/2023,5:29,D7,0.627
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,-,1/31/2023,5:29,D3,0.608
BW25113,ΔmdtK ΔacrAB,JOE7054,1.25 ng/mL,+,1/31/2023,5:29,D8,0.565
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,-,1/31/2023,5:29,D4,0.606
BW25113,ΔmdtK ΔacrAB,JOE7055,1.25 ng/mL,+,1/31/2023,5:29,D9,0.579
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,-,1/31/2023,5:29,D5,0.626
BW25113,ΔmdtK ΔacrAB,JOE7056,1.25 ng/mL,+,1/31/2023,5:29,D10,0.571
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,-,1/31/2023,5:29,D6,0.615
BW25113,ΔmdtK ΔacrAB,JOE7057,1.25 ng/mL,+,1/31/2023,5:29,D11,0.633
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,-,1/31/2023,5:29,H2,0.592
BW25113,ΔmdtK ΔacrAB,JOE7053,0 ng/mL,+,1/31/2023,5:29,H7,0.601
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,-,1/31/2023,5:29,H3,0.586
BW25113,ΔmdtK ΔacrAB,JOE7054,0 ng/mL,+,1/31/2023,5:29,H8,0.492
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,-,1/31/2023,5:29,H4,0.592
BW25113,ΔmdtK ΔacrAB,JOE7055,0 ng/mL,+,1/31/2023,5:29,H9,0.546
BW25113,ΔmdtK ΔacrAB,JOE7056,0 ng/mL,-,1/31/2023,5:29,H5,0.578
